,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
443,Славянка - офис Северо-Запад,real_estate_agent,https://www.cian.ru/sale/flat/299967437/,Москва,sale,flat,10,11,2,68.0,-1,0,40600000,Басманный, Казакова,7,Курская,KAZAKOV Grand Loft
444,PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299250573/,Москва,sale,flat,4,22,2,55.0,-1,0,41500000,Якиманка,Мытная ,40к1,Октябрьская,Sky House
445,Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/300866936/,Москва,sale,flat,6,9,2,40.1,-1,0,25500000,Пресненский,Пресненский переулок,2,Краснопресненская,
446,Chase R.E.S.,real_estate_agent,https://www.cian.ru/sale/flat/301349025/,Москва,sale,flat,3,14,2,71.4,-1,0,38300000,Даниловский,проспект Лихачева,14,Технопарк,Nagatino i-Land
447,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300661833/,Москва,sale,flat,6,8,2,57.0,-1,0,34500000,Можайский, Гришина,16,Рабочий посёлок,Level Кутузовский
448,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301854467/,Москва,sale,flat,5,14,2,62.0,-1,0,16500000,, Эдварда Грига,18к1,Потапово,Скандинавия
449,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301127900/,Москва,sale,flat,6,37,2,43.1,-1,0,26300000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
450,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296403571/,Москва,sale,flat,4,8,2,65.0,-1,0,45900000,Тверской,Благовещенский переулок,5,Маяковская,
451,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299726522/,Москва,sale,flat,16,17,2,51.0,-1,0,11800000,Некрасовка, Ухтомского Ополчения,2,Некрасовка,Некрасовка-Парк
452,Славянка - офис Северо-Запад,real_estate_agent,https://www.cian.ru/sale/flat/300423966/,Москва,sale,flat,6,12,2,51.3,-1,0,34500000,Аэропорт,Ленинградский проспект,36с36,Петровский Парк,ВТБ Арена парк
453,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301313976/,Москва,sale,flat,26,42,2,46.0,-1,0,22500000,Котловка,Большая Черемушкинская ,25С14,Нагорная,Eniteo
454,Владис,real_estate_agent,https://www.cian.ru/sale/flat/285608077/,Москва,sale,flat,16,17,2,52.0,-1,0,17700000,Коньково, Академика Капицы,18,Коньково,
455,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300194456/,Москва,sale,flat,9,11,2,83.0,-1,0,37000000,Беговой,Ленинградский проспект,35С2,Динамо,Квартал апартаментов Искра-Парк
456,Chase R.E.S.,real_estate_agent,https://www.cian.ru/sale/flat/300869943/,Москва,sale,flat,11,13,2,82.9,-1,0,41700000,Раменки,Винницкая ,8к4,Раменки,Настоящее
457,Место,real_estate_agent,https://www.cian.ru/sale/flat/300761908/,Москва,sale,flat,3,9,2,43.8,-1,0,12299999,Чертаново Южное,Чертановская ,54К2,Улица Академика Янгеля,
458,BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299460217/,Москва,sale,flat,12,14,2,49.2,-1,0,32900000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
459,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300737220/,Москва,sale,flat,7,14,2,50.8,-1,0,13300000,Выхино-Жулебино,Привольная ,71К1,Жулебино,
460,,,https://www.cian.ru/sale/flat/295298480/,Москва,sale,flat,12,17,2,53.4,-1,0,17900000,Нагорный,Болотниковская ,5К2,Варшавская,
461,Анна Федотова,realtor,https://www.cian.ru/sale/flat/298704523/,Москва,sale,flat,3,4,2,71.3,-1,0,26499000,Даниловский,1-я оч.,к11,Технопарк,
462,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301250185/,Москва,sale,flat,12,12,2,48.0,-1,0,16400000,Алексеевский, Павла Корчагина,11,ВДНХ,
463,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300501831/,Москва,sale,flat,22,25,2,60.2,-1,0,18500000,Войковский,Нарвская ,1Ак4,Водный стадион,Головино
464,Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/300821896/,Москва,sale,flat,5,17,2,51.0,-1,0,13600000,Нижегородский,3-я Карачаровская ,9к3,Перово,
465,ID 431888,unknown,https://www.cian.ru/sale/flat/299985394/,Москва,sale,flat,16,20,2,45.0,-1,0,19800000,Покровское-Стрешнево,Северо-Западный ао,95/2к4,Трикотажная,Сити Бэй ЖК
466,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/273859563/,Москва,sale,flat,2,10,2,37.0,-1,0,13700000,Ростокино,проспект Мира,188Бк2,Ростокино,Триколор
467,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299244228/,Москва,sale,flat,4,9,2,47.0,-1,0,24900000,Даниловский,проспект Лихачева,20,Технопарк,Nagatino i-Land
468,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301225428/,Москва,sale,flat,2,17,2,60.3,-1,0,14550000,Некрасовка,Рождественская ,32,Некрасовка,Некрасовка-Парк
469,Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/298136780/,Москва,sale,flat,17,18,2,52.0,-1,0,12000000,Некрасовка,проспект Защитников Москвы,12,Некрасовка,Некрасовка-Парк
470,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/296383351/,Москва,sale,flat,9,11,2,64.0,-1,0,16000000,,бульвар Андрея Тарковского,7,Рассказовка,Рассказово
471,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300733343/,Москва,sale,flat,16,17,2,53.1,-1,0,18300000,Отрадное,Отрадная ,12,Отрадное,
472,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/296776601/,Москва,sale,flat,3,5,2,41.0,-1,0,11950000,Можайский,Гвардейская ,15К1,Рабочий посёлок,
473,СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/301358611/,Москва,sale,flat,16,20,2,45.4,-1,0,22990000,Даниловский,бульвар Братьев Весниных,2,ЗИЛ,ЗИЛАРТ
474,Ключи,real_estate_agent,https://www.cian.ru/sale/flat/300186533/,Москва,sale,flat,4,12,2,46.0,-1,0,17200000,Савеловский,2-я Квесисская ,22,Савёловская,
475,WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/301431218/,Москва,sale,flat,12,12,2,45.8,-1,0,14500000,Отрадное,Северный бульвар,6,Отрадное,
476,Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/299768114/,Москва,sale,flat,3,17,2,53.8,-1,0,12400000,Бирюлево Восточное,Липецкая ,7К1,Царицыно,
477,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/301718489/,Москва,sale,flat,9,14,2,60.4,-1,0,17500000,Гольяново, Бирюсинка,10,Щёлковская,
478,Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301037884/,Москва,sale,flat,12,12,2,52.0,-1,0,14400000,Отрадное,Отрадная ,1,Отрадное,
479,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299856718/,Москва,sale,flat,7,17,2,52.0,-1,0,14825000,Солнцево,Солнцевский проспект,14,Солнцево,
480,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298169258/,Москва,sale,flat,7,9,2,44.6,-1,0,12000000,Южное Бутово,Ливенская ,6,Улица Скобелевская,
481,Свой родной дом,real_estate_agent,https://www.cian.ru/sale/flat/301596078/,Москва,sale,flat,4,5,2,42.4,-1,0,12000000,Северное Измайлово, Константина Федина,6,Щёлковская,
482,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300327979/,Москва,sale,flat,12,17,2,36.6,-1,0,12200000,, Лобановский Лес,13,Прокшино,Прокшино
483,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298169210/,Москва,sale,flat,8,16,2,53.1,-1,0,12300000,Орехово-Борисово Южное,Елецкая ,20,Домодедовская,
484,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301380768/,Москва,sale,flat,6,18,2,52.1,-1,0,12400000,Некрасовка, Вертолетчиков,21к5,Некрасовка,мой адрес На Вертолетчиков
485,The Smitt,real_estate_agent,https://www.cian.ru/sale/flat/300769352/,Москва,sale,flat,1,9,2,45.8,-1,0,12500000,Теплый Стан,Профсоюзная ,152К4,Тёплый Стан,
486,ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/300700689/,Москва,sale,flat,6,12,2,37.9,-1,0,12500000,Северное Медведково,проезд Шокальского,17,Медведково,
487,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301106779/,Москва,sale,flat,5,5,2,45.1,-1,0,12640000,Перово,Кусковская ,23К5,Кусково,
488,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300440179/,Москва,sale,flat,2,9,2,44.2,-1,0,12500000,Теплый Стан, Академика Варги,2,Тропарёво,
489,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299592414/,Москва,sale,flat,5,5,2,45.6,-1,0,12500000,Кузьминки, Юных Ленинцев,101К2,Кузьминки,
490,Свой родной дом,real_estate_agent,https://www.cian.ru/sale/flat/297759977/,Москва,sale,flat,7,12,2,47.2,-1,0,12700000,Новогиреево,Зеленый проспект,48К1,Новогиреево,
491,Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/299601515/,Москва,sale,flat,6,8,2,40.9,-1,0,12699000,Измайлово,3-я Парковая ,35,Измайловская,
492,Место,real_estate_agent,https://www.cian.ru/sale/flat/298760229/,Москва,sale,flat,6,18,2,55.8,-1,0,12970000,Бирюлево Восточное,6-я Радиальная ,7/6к1,Царицыно,Царицыно-2
493,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300059360/,Москва,sale,flat,4,7,2,62.1,-1,0,13000000,, Медовая Долина,4,Санино,Баркли Медовая долина
494,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298204732/,Москва,sale,flat,9,17,2,47.5,-1,0,13150000,,проспект Магеллана,4,Филатов Луг,Испанские кварталы
495,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301251964/,Москва,sale,flat,16,17,2,60.7,-1,0,13150000,, Александры Монаховой,23,Коммунарка,Коммунарка
496,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297533584/,Москва,sale,flat,13,17,2,53.8,-1,0,13349999,Царицыно, Бехтерева,47К2,Царицыно,
497,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/296661121/,Москва,sale,flat,26,26,2,43.1,-1,0,13340000,Нижегородский,Газгольдерная ,8Б,Нижегородская,Profit
498,Место,real_estate_agent,https://www.cian.ru/sale/flat/300726807/,Москва,sale,flat,6,9,2,56.7,-1,0,19000000,Уютная квартира в Таганском е2-комн. квартира,6/9 этаж,6/9 этаж,,
499,Свой родной дом,real_estate_agent,https://www.cian.ru/sale/flat/300832241/,Москва,sale,flat,19,31,2,55.4,-1,0,17500000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
500,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300223179/,Москва,sale,flat,4,12,2,44.9,-1,0,14500000,Можайский,Гродненская ,4К2,Кунцевская,
501,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300269883/,Москва,sale,flat,15,20,2,62.0,-1,0,25990000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,Серебряный фонтан
502,Виктория Леонова,realtor,https://www.cian.ru/sale/flat/298732835/,Москва,sale,flat,9,9,2,44.7,-1,0,16100000,Соколиная гора, 8-я Соколиной Горы,8К1,Соколиная гора,
503,Владис,real_estate_agent,https://www.cian.ru/sale/flat/298436420/,Москва,sale,flat,1,9,2,47.3,-1,0,10300000,Северное Тушино,Туристская ,20К2,Планерная,
504,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/297850795/,Москва,sale,flat,2,17,2,60.1,-1,0,16300000,, Корнея Чуковского,1,Рассказовка,
505,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297244904/,Москва,sale,flat,8,12,2,48.0,-1,0,26000000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
