,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
304,ID 11333635,unknown,https://www.cian.ru/sale/flat/298726692/,Москва,sale,flat,5,9,2,43.0,-1,0,15990000,Хорошево-Мневники, Генерала Глаголева,25К1,Народное Ополчение,
305,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/283680381/,Москва,sale,flat,4,7,2,65.0,-1,0,88150943,Хамовники,Комсомольский проспект,42С2,Спортивная,Clerkenwell House
306,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/292133929/,Москва,sale,flat,3,5,2,41.0,-1,0,40900000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
307,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301601558/,Москва,sale,flat,16,17,2,56.0,-1,0,26500000,Южнопортовый,3-й Крутицкий переулок,11,Пролетарская,
308,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/288552689/,Москва,sale,flat,46,75,2,114.2,-1,0,86000000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,Меркурий Тауэр
309,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297457935/,Москва,sale,flat,3,8,2,74.3,-1,0,140000000,Якиманка,Большой Толмачевский переулок,5С5,Полянка,Дом Лаврушинский
310,ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301306229/,Москва,sale,flat,11,12,2,48.8,-1,0,11700000,Царицыно,Ереванская ,24К1,Царицыно,
311,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294650795/,Москва,sale,flat,3,5,2,44.0,-1,0,46500000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
312,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298529788/,Москва,sale,flat,10,12,2,97.9,-1,0,130000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
313,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301809449/,Москва,sale,flat,13,24,2,58.7,-1,0,17200000,Западное Дегунино,Базовская ,15к15,Грачёвская,
314,ID 98316769,homeowner,https://www.cian.ru/sale/flat/299233853/,Москва,sale,flat,4,8,2,60.3,-1,0,31000000,Ломоносовский,Ленинский проспект,78,Университет,
315,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301016981/,Москва,sale,flat,10,16,2,62.6,-1,0,30990000,Басманный,Старая Басманная ,28/2,Бауманская,
316,Алексей Шамис,realtor,https://www.cian.ru/sale/flat/301424724/,Москва,sale,flat,7,8,2,42.0,-1,0,11100000,Перово,шоссе Энтузиастов,68,Перово,
317,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/265207233/,Москва,sale,flat,3,6,2,150.8,-1,0,192830189,Арбат,Малый Каковинский переулок,6С1,Смоленская,
318,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/259427417/,Москва,sale,flat,51,75,2,123.0,-1,0,115000000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,Меркурий Тауэр
319,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299322359/,Москва,sale,flat,14,25,2,40.9,-1,0,15490000,Марьино,Донецкая ,30к2,Курьяново,Домашний
320,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/245213486/,Москва,sale,flat,5,7,2,77.4,-1,0,84932100,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
321,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301560356/,Москва,sale,flat,4,4,2,75.7,-1,0,46350000,Марьина роща,проезд 12-й Марьиной рощи,8С2,Марьина Роща,Лофт-квартал Studio #12
322,Юлия Мамаева,realtor,https://www.cian.ru/sale/flat/301060070/,Москва,sale,flat,7,9,2,43.9,-1,0,17500000,Останкинский,2-я Новоостанкинская ,27,Улица Академика Королёва,
323,SKYLINE MOSCOW CITY,real_estate_agent,https://www.cian.ru/sale/flat/301858550/,Москва,sale,flat,42,78,2,60.0,-1,0,55000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
324,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/298519060/,Москва,sale,flat,5,19,2,52.0,-1,0,29200000,Хорошево-Мневники,Шелепихинская набережная,34к1зд4,Шелепиха,Сердце Столицы
325,ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/300943502/,Москва,sale,flat,4,8,2,45.0,-1,0,12180000,Богородское,Бойцовая ,2/30,Бульвар Рокоссовского,
326,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/292330245/,Москва,sale,flat,16,20,2,67.0,-1,0,72500000,Пресненский,Мантулинская ,9к4,Москва-Сити,City Park
327,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/300752522/,Москва,sale,flat,49,58,2,106.1,-1,0,67500000,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers
328,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299432509/,Москва,sale,flat,4,6,2,78.4,-1,0,20500000,Измайлово,Измайловский бульвар,38,Первомайская,
329,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298881519/,Москва,sale,flat,4,8,2,77.0,-1,0,91823899,Якиманка,Софийская набережная,34С5,Новокузнецкая,Софийский
330,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300234401/,Москва,sale,flat,7,7,2,78.0,-1,0,30500000,Таганский,Нижегородская ,32С3,Калитники,Loft FM
331,ID 21997999,realtor,https://www.cian.ru/sale/flat/300779197/,Москва,sale,flat,11,12,2,38.4,-1,0,13700000,Кузьминки,Окская ,18К1,Кузьминки,
332,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/301259042/,Москва,sale,flat,63,79,2,85.0,-1,0,90000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
333,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298881521/,Москва,sale,flat,2,8,2,77.0,-1,0,100000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
334,Ирина Добронравова,realtor,https://www.cian.ru/sale/flat/300813808/,Москва,sale,flat,7,14,2,45.0,-1,0,19990000,Савеловский, 8 Марта,2/10к2,Гражданская,
335,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734685/,Москва,sale,flat,9,15,2,97.25,-1,0,126490000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
336,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300283035/,Москва,sale,flat,10,17,2,52.0,-1,0,10899990,, Радужная,21,Рассказовка,Град Московский
337,Елена Кудрявцева,realtor,https://www.cian.ru/sale/flat/301737385/,Москва,sale,flat,2,20,2,43.3,-1,0,22500000,Даниловский,проспект Лихачева,18к2,Технопарк,Квартал на набережной NOW
338,BERI,real_estate_agent,https://www.cian.ru/sale/flat/300568239/,Москва,sale,flat,3,5,2,46.7,-1,0,12190000,Новогиреево,Мартеновская ,20,Новогиреево,
339,BERI,real_estate_agent,https://www.cian.ru/sale/flat/299374055/,Москва,sale,flat,6,14,2,53.3,-1,0,13290000,Гольяново,Курганская ,10,Щёлковская,
340,Татьяна Кулаева,realtor,https://www.cian.ru/sale/flat/301845029/,Москва,sale,flat,3,9,2,44.1,-1,0,11300000,Чертаново Южное,Дорожная ,24К1,Покровское,
341,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301061105/,Москва,sale,flat,14,19,2,51.3,-1,0,13950000,, Атласова,7К1,Рассказовка,Город-парк Первый Московский
342,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298565482/,Москва,sale,flat,15,21,2,37.26,-1,0,15800000,Хорошевский, Зорге,9,Полежаевская,Зорге 9
343,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301614540/,Москва,sale,flat,5,9,2,43.0,-1,0,13000000,Перово,1-я Владимирская ,9,Перово,
344,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296506433/,Москва,sale,flat,8,24,2,50.7,-1,0,17200000,Можайский, Толбухина,11К2,Сетунь,
345,BERI,real_estate_agent,https://www.cian.ru/sale/flat/300737798/,Москва,sale,flat,12,12,2,38.7,-1,0,17690000,Пресненский,Шелепихинское шоссе,17К3,Шелепиха,
346,ID 12952860,unknown,https://www.cian.ru/sale/flat/300986703/,Москва,sale,flat,10,12,2,48.0,-1,0,15690000,Люблино,Краснодарская ,60,Люблино,
347,ЦАН,real_estate_agent,https://www.cian.ru/sale/flat/299617369/,Москва,sale,flat,7,7,2,78.7,-1,0,20990000,Южнопортовый, Трофимова,22К2,Кожуховская,
348,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297358942/,Москва,sale,flat,2,20,2,45.0,-1,0,25500000,Хорошево-Мневники, Паршина,10,Народное Ополчение,Серебряный парк
349,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301856089/,Москва,sale,flat,3,9,2,42.3,-1,0,12100000,Ярославский,Палехская ,17,Бабушкинская,
350,Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/295316100/,Москва,sale,flat,22,42,2,61.6,-1,0,27990000,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
351,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/297468635/,Москва,sale,flat,6,16,2,64.3,-1,0,29200000,Даниловский, Архитектора Щусева,5к1,ЗИЛ,ЗИЛАРТ
352,Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/301717047/,Москва,sale,flat,11,15,2,44.0,-1,0,10500000,, 1-я Ватутинская,14к2,Коммунарка,Russian Design District
353,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/298749234/,Москва,sale,flat,4,25,2,71.0,-1,0,30600000,Раменки, Янковского,1к3,Аминьевская,Событие
354,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294650908/,Москва,sale,flat,6,6,2,51.0,-1,0,24000000,Таганский,Наставнический переулок,6,Курская,
355,Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301758231/,Москва,sale,flat,10,19,2,66.2,-1,0,16500000,Очаково-Матвеевское,Большая Очаковская ,12к7,Очаково,
356,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301852454/,Москва,sale,flat,4,5,2,44.8,-1,0,12800000,Кузьминки, Шумилова,12,Кузьминки,
357,Алла Шмелева,realtor,https://www.cian.ru/sale/flat/300979509/,Москва,sale,flat,9,9,2,44.0,-1,0,16950000,Щукино,Авиационная ,68,Щукинская,
358,Юлия Неговорина,realtor,https://www.cian.ru/sale/flat/301233886/,Москва,sale,flat,5,9,2,45.0,-1,0,16950000,Можайский, Маршала Неделина,32К2,Рабочий посёлок,
359,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301621250/,Москва,sale,flat,18,20,2,41.2,-1,0,18000000,Бутырский,Новодмитровская ,2к4,Дмитровская,Савеловский Сити
360,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301495114/,Москва,sale,flat,6,16,2,70.3,-1,0,22000000,Ховрино, Лавочкина,46К2,Беломорская,
361,АЛинвест,real_estate_agent,https://www.cian.ru/sale/flat/251412268/,Москва,sale,flat,3,12,2,56.0,-1,0,16300000,Митино,Дубравная ,37,Митино,
362,Алевтина Старжевич,realtor,https://www.cian.ru/sale/flat/301273973/,Москва,sale,flat,3,9,2,45.0,-1,0,21000000,Академический, Ивана Бабушкина,12К2,Академическая,
363,Славянка - офис Северо-Запад,real_estate_agent,https://www.cian.ru/sale/flat/301847008/,Москва,sale,flat,2,21,2,46.0,-1,0,23500000,Хорошевский,9Ак1,9Ак1,Зорге,Зорге 9 ЖК
364,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301731738/,Москва,sale,flat,1,12,2,44.1,-1,0,13700000,Нагатинский затон,Кленовый бульвар,25К1,Кленовый бульвар,
365,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/285542196/,Москва,sale,flat,6,26,2,66.4,-1,0,22900000,Западное Дегунино,Дмитровское шоссе,73Б,Верхние Лихоборы,Тринити
366,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/299636912/,Москва,sale,flat,14,29,2,50.1,-1,0,30500000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
367,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300445763/,Москва,sale,flat,6,9,2,36.6,-1,0,10200000,Кузьминки, Маршала Чуйкова,7К2,Кузьминки,
368,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/300593020/,Москва,sale,flat,4,11,2,62.7,-1,0,33100000,Раменки,Винницкая ,8к4,Раменки,Настоящее
369,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301509983/,Москва,sale,flat,3,19,2,47.7,-1,0,32500000,Раменки, Лобачевского,120к2,Аминьевская,Событие
370,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/301507613/,Москва,sale,flat,33,33,2,52.9,-1,0,14050000,Западное Дегунино,Ижорская ,6к6,Ховрино,Бусиновский парк
371,MC REALTY,real_estate_agent,https://www.cian.ru/sale/flat/301643153/,Москва,sale,flat,48,78,2,65.0,-1,0,52500000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
372,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520904/,Москва,sale,flat,4,14,2,43.0,-1,0,27000000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
373,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298273966/,Москва,sale,flat,6,12,2,68.85,-1,0,10000000,, Труда,9,Кокошкино,
374,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300199357/,Москва,sale,flat,14,58,2,60.2,-1,0,21000000,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор
375,ID 261202,homeowner,https://www.cian.ru/sale/flat/299698083/,Москва,sale,flat,12,12,2,48.1,-1,0,10250000,, Харлампиева,44,Филатов Луг,Спортивный квартал
376,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/298660598/,Москва,sale,flat,18,24,2,53.0,-1,0,21000000,Лефортово, 2-я Синичкина,5,Сортировочная,
377,TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/301007212/,Москва,sale,flat,15,16,2,83.3,-1,0,30500000,Зюзино,Азовская ,24К1,Севастопольская,
378,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/300660152/,Москва,sale,flat,9,15,2,46.2,-1,0,35800000,Раменки,Винницкая ,8к3,Раменки,Настоящее
379,Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301859215/,Москва,sale,flat,1,9,2,44.6,-1,0,9990000,Люблино,проспект 40 лет Октября,4к1,Люблино,
380,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/300948322/,Москва,sale,flat,13,28,2,69.0,-1,0,35500000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
381,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300985937/,Москва,sale,flat,3,12,2,110.0,-1,0,107900000,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House
382,ID 8709340,unknown,https://www.cian.ru/sale/flat/301330431/,Москва,sale,flat,8,9,2,40.2,-1,0,25000000,Сокол,Ленинградский проспект,77К2,Сокол,
383,Центр Содействия Союз,real_estate_agent,https://www.cian.ru/sale/flat/299633624/,Москва,sale,flat,24,28,2,62.6,-1,0,33900000,Раменки,Винницкая ,8к1,Раменки,Настоящее
384,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298227238/,Москва,sale,flat,6,32,2,69.9,-1,0,29500000,Хорошево-Мневники,Причальный проезд,10,Шелепиха,
385,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/282724447/,Москва,sale,flat,8,24,2,52.4,-1,0,27800000,Свиблово,Лазоревый проезд,5к1,Ботанический сад,LIFE-Ботанический сад
386,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/292552746/,Москва,sale,flat,28,47,2,53.2,-1,0,26600000,Хорошево-Мневники, Генерала Глаголева,14Ак1,Народное Ополчение,CRYSTAL Трилогия
387,Мантис Групп,real_estate_agent,https://www.cian.ru/sale/flat/300053994/,Москва,sale,flat,10,22,2,57.3,-1,0,19900000,Хорошево-Мневники,проспект Маршала Жукова,47,Народное Ополчение,
388,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301622151/,Москва,sale,flat,4,22,2,58.7,-1,0,16500000,Чертаново Южное,Кировоградский проезд,3К2,Пражская,
389,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/292730319/,Москва,sale,flat,20,22,2,73.2,-1,0,24800000,Покровское-Стрешнево,Волоколамское шоссе,71к8,Спартак,Город на Реке Тушино-2018
390,НДВ,real_estate_agent,https://www.cian.ru/sale/flat/297928971/,Москва,sale,flat,7,8,2,58.6,-1,0,15999000,Нагорный,Чонгарский бульвар,1К2,Варшавская,
391,ID 112949620,homeowner,https://www.cian.ru/sale/flat/301168458/,Москва,sale,flat,17,18,2,55.6,-1,0,18450000,Кузьминки,Зеленодольская ,28А,Кузьминки,
392,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301493843/,Москва,sale,flat,8,9,2,71.2,-1,0,26800000,Покровское-Стрешнево,Волоколамское шоссе,71/8к1,Спартак,Город на Реке Тушино-2018
393,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299914021/,Москва,sale,flat,4,57,2,110.0,-1,0,66000000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
394,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/296778360/,Москва,sale,flat,10,12,2,52.0,-1,0,17900000,Мещанский,Средняя Переяславская ,2,Рижская,
395,PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301419763/,Москва,sale,flat,10,28,2,70.0,-1,0,36000000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
396,Галина Розенберг,realtor,https://www.cian.ru/sale/flat/300569348/,Москва,sale,flat,5,27,2,43.0,-1,0,22000000,Хорошевский, Зорге,9к2,Полежаевская,Рихард
397,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/295719676/,Москва,sale,flat,7,8,2,69.0,-1,0,23490000,Ломоносовский,Ленинский проспект,83,Университет,
398,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300610097/,Москва,sale,flat,12,20,2,103.0,-1,0,128000000,Пресненский,Мантулинская ,9к6,Москва-Сити,City Park
399,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299523719/,Москва,sale,flat,23,23,2,55.0,-1,0,15600000,Черемушки,Нахимовский проспект,31к3,Новые Черёмушки,Апарт-комплекс Нахимов
400,На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/297401626/,Москва,sale,flat,2,9,2,44.0,-1,0,10300000,Лосиноостровский,Оборонная ,6,Медведково,
401,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/299580417/,Москва,sale,flat,3,28,2,50.4,-1,0,26400000,Раменки,Винницкая ,8к1,Раменки,Настоящее
402,Ольга Медведева,realtor,https://www.cian.ru/sale/flat/301756290/,Москва,sale,flat,9,13,2,52.4,-1,0,19600000,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк
403,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301481391/,Москва,sale,flat,1,5,2,43.0,-1,0,14390000,Филевский парк,Сеславинская ,2,Багратионовская,
404,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301272869/,Москва,sale,flat,7,16,2,39.9,-1,0,20000000,Даниловский, Архитектора Щусева,4к1,ЗИЛ,ЗИЛАРТ
405,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/284538862/,Москва,sale,flat,3,14,2,70.2,-1,0,38000000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
406,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/300142526/,Москва,sale,flat,16,24,2,72.0,-1,0,17390000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Царицыно,Царицыно-2
407,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/284054915/,Москва,sale,flat,3,12,2,66.0,-1,0,82000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
408,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/291004202/,Москва,sale,flat,3,9,2,148.5,-1,0,230000000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
409,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301489360/,Москва,sale,flat,8,17,2,60.0,-1,0,21300000,Бескудниковский,Селигерская ,2,Верхние Лихоборы,ул. Селигерская д. 2
410,SPENСER ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301635513/,Москва,sale,flat,6,10,2,54.2,-1,0,30000000,Дорогомилово,Кутузовский проспект,4/2,Киевская,
411,RED,real_estate_agent,https://www.cian.ru/sale/flat/301168690/,Москва,sale,flat,8,8,2,48.2,-1,0,19000000,Ломоносовский,Ленинский проспект,85,Университет,
412,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299457040/,Москва,sale,flat,3,9,2,45.7,-1,0,12300000,Богородское,Игральная ,6К2,Бульвар Рокоссовского,
413,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/300299599/,Москва,sale,flat,4,5,2,64.1,-1,0,64000000,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse
414,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/292656511/,Москва,sale,flat,3,9,2,37.3,-1,0,11200000,Зюзино,Черноморский бульвар,19К1,Севастопольская,
415,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300062514/,Москва,sale,flat,6,24,2,52.0,-1,0,13150000,Черемушки,Нахимовский проспект,31к3,Новые Черёмушки,Апарт-комплекс Нахимов
416,SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/301719368/,Москва,sale,flat,3,14,2,65.0,-1,0,90000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
417,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298908021/,Москва,sale,flat,4,5,2,105.3,-1,0,51000000,Замоскворечье, Большая Ордынка,17С1,Третьяковская,
418,ID 13115976,homeowner,https://www.cian.ru/sale/flat/301461492/,Москва,sale,flat,1,17,2,81.0,-1,0,13990000,,,19,Рассказовка,
419,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298002960/,Москва,sale,flat,27,41,2,41.1,-1,0,17800000,Раменки, Лобачевского,124к1,Аминьевская,Огни
420,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300872621/,Москва,sale,flat,10,30,2,55.1,-1,0,18299000,Южнопортовый,Волгоградский проспект,32/3к6,Угрешская,Метрополия
421,На Петровке Продажа-Аренда,real_estate_agent,https://www.cian.ru/sale/flat/299464659/,Москва,sale,flat,21,25,2,55.5,-1,0,16000000,Выхино-Жулебино,Рязанский проспект,97к2,Выхино,
422,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293704749/,Москва,sale,flat,4,38,2,65.0,-1,0,23900000,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор
423,RND,real_estate_agent,https://www.cian.ru/sale/flat/300982481/,Москва,sale,flat,8,30,2,62.8,-1,0,27350000,Южнопортовый,Волгоградский проспект,32/3к5,Угрешская,Метрополия
424,ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/299111448/,Москва,sale,flat,10,18,2,60.5,-1,0,21000000,Зюзино,Симферопольский бульвар,24к4,Чертановская,
425,BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299942097/,Москва,sale,flat,2,17,2,60.1,-1,0,27800000,Хорошево-Мневники,проспект Маршала Жукова,37К2,Народное Ополчение,Wellton park
426,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/296152294/,Москва,sale,flat,3,22,2,55.5,-1,0,14600000,Северный,Челобитьевское шоссе,12к5,Физтех,
427,FALCON GROUP,real_estate_agent,https://www.cian.ru/sale/flat/299111468/,Москва,sale,flat,7,7,2,54.0,-1,0,16800000,Бутырский, Добролюбова,9/11,Бутырская,
428,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/301297839/,Москва,sale,flat,4,12,2,46.0,-1,0,17200000,Савеловский,2-я Квесисская ,22,Савёловская,
429,RED,real_estate_agent,https://www.cian.ru/sale/flat/301732549/,Москва,sale,flat,3,15,2,64.8,-1,0,26317000,Хорошевский,Ходынский бульвар,2,ЦСКА,Лайнер
430,ID 19500220,unknown,https://www.cian.ru/sale/flat/299849082/,Москва,sale,flat,12,18,2,49.1,-1,0,17500000,Останкинский,Березовая аллея,19к2,Ботанический сад,Апарт-комплекс Легендарный квартал
431,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300368305/,Москва,sale,flat,10,42,2,42.6,-1,0,18900000,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
432,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298373287/,Москва,sale,flat,18,42,2,94.0,-1,0,34000000,Хорошевский,Хорошевское шоссе,12к1,Беговая,Дом на Беговой
433,Ирина Диброва,realtor,https://www.cian.ru/sale/flat/299467698/,Москва,sale,flat,16,17,2,52.0,-1,0,20400000,Фили-Давыдково, Герасима Курина,14К2,Славянский бульвар,
434,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300348493/,Москва,sale,flat,1,17,2,50.7,-1,0,12800000,Северное Бутово,Коктебельская ,4К3,Бульвар Дмитрия Донского,
435,СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/300207499/,Москва,sale,flat,6,12,2,69.5,-1,0,16500000,Крюково,Зеленоград,10.1,Зеленоград — Крюково,Жемчужина Зеленограда ЖК
436,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/301856501/,Москва,sale,flat,5,22,2,50.0,-1,0,20500000,Зюзино,Балаклавский проспект,16,Чертановская,Горизонт (Балаклавка)
437,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300705208/,Москва,sale,flat,3,7,2,56.2,-1,0,36500000,Пресненский,Большой Тишинский переулок,38,Улица 1905 года,Sinatra
438,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/274588193/,Москва,sale,flat,9,37,2,56.4,-1,0,29000000,Раменки, Лобачевского,124к2,Аминьевская,Огни
439,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301427208/,Москва,sale,flat,2,5,2,44.0,-1,0,14000000,Кузьминки, Юных Ленинцев,109К2,Кузьминки,
440,RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/300231369/,Москва,sale,flat,2,4,2,47.4,-1,0,19908000,Замоскворечье,Большая Серпуховская ,44,Серпуховская,
441,ID 89000637,unknown,https://www.cian.ru/sale/flat/298264923/,Москва,sale,flat,2,4,2,51.4,-1,0,10200000,Троицк, Бориса Житкова,5,,
442,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301168869/,Москва,sale,flat,2,7,2,56.0,-1,0,24990000,Таганский, Александра Солженицына,24,Марксистская,
